	Loan amount:		$250000.0000
	Annual Interest Rate:	0.0475
	Years to repay:		30
	Monthly Payment:	$1304.1183
	Total Pay back:		$469482.60

	Pmt#	Payment Amount		Interest	Contrib to principle	Remaining Balance
	   1		1304.12		989.58			314.54			249685.46
	   2		1304.12		988.34			315.78			249369.68
	   3		1304.12		987.09			317.03			249052.65
	   4		1304.12		985.83			318.28			248734.37
	   5		1304.12		984.57			319.54			248414.83
	   6		1304.12		983.31			320.81			248094.02
	   7		1304.12		982.04			322.08			247771.94
	   8		1304.12		980.76			323.35			247448.58
	   9		1304.12		979.48			324.63			247123.95
	   10		1304.12		978.20			325.92			246798.03
	   11		1304.12		976.91			327.21			246470.82
	   12		1304.12		975.61			328.50			246142.31
	   13		1304.12		974.31			329.81			245812.51
	   14		1304.12		973.01			331.11			245481.40
	   15		1304.12		971.70			332.42			245148.98
	   16		1304.12		970.38			333.74			244815.24
	   17		1304.12		969.06			335.06			244480.18
	   18		1304.12		967.73			336.38			244143.80
	   19		1304.12		966.40			337.72			243806.08
	   20		1304.12		965.07			339.05			243467.03
	   21		1304.12		963.72			340.39			243126.63
	   22		1304.12		962.38			341.74			242784.89
	   23		1304.12		961.02			343.09			242441.80
	   24		1304.12		959.67			344.45			242097.34
	   25		1304.12		958.30			345.82			241751.53
	   26		1304.12		956.93			347.19			241404.34
	   27		1304.12		955.56			348.56			241055.78
	   28		1304.12		954.18			349.94			240705.84
	   29		1304.12		952.79			351.32			240354.52
	   30		1304.12		951.40			352.72			240001.81
	   31		1304.12		950.01			354.11			239647.69
	   32		1304.12		948.61			355.51			239292.18
	   33		1304.12		947.20			356.92			238935.26
	   34		1304.12		945.79			358.33			238576.93
	   35		1304.12		944.37			359.75			238217.18
	   36		1304.12		942.94			361.18			237856.00
	   37		1304.12		941.51			362.61			237493.40
	   38		1304.12		940.08			364.04			237129.36
	   39		1304.12		938.64			365.48			236763.87
	   40		1304.12		937.19			366.93			236396.95
	   41		1304.12		935.74			368.38			236028.57
	   42		1304.12		934.28			369.84			235658.73
	   43		1304.12		932.82			371.30			235287.43
	   44		1304.12		931.35			372.77			234914.65
	   45		1304.12		929.87			374.25			234540.41
	   46		1304.12		928.39			375.73			234164.68
	   47		1304.12		926.90			377.22			233787.46
	   48		1304.12		925.41			378.71			233408.75
	   49		1304.12		923.91			380.21			233028.54
	   50		1304.12		922.40			381.71			232646.83
	   51		1304.12		920.89			383.22			232263.60
	   52		1304.12		919.38			384.74			231878.86
	   53		1304.12		917.85			386.26			231492.60
	   54		1304.12		916.32			387.79			231104.80
	   55		1304.12		914.79			389.33			230715.47
	   56		1304.12		913.25			390.87			230324.61
	   57		1304.12		911.70			392.42			229932.19
	   58		1304.12		910.15			393.97			229538.22
	   59		1304.12		908.59			395.53			229142.69
	   60		1304.12		907.02			397.10			228745.59
	   61		1304.12		905.45			398.67			228346.93
	   62		1304.12		903.87			400.25			227946.68
	   63		1304.12		902.29			401.83			227544.85
	   64		1304.12		900.70			403.42			227141.43
	   65		1304.12		899.10			405.02			226736.42
	   66		1304.12		897.50			406.62			226329.80
	   67		1304.12		895.89			408.23			225921.57
	   68		1304.12		894.27			409.85			225511.72
	   69		1304.12		892.65			411.47			225100.25
	   70		1304.12		891.02			413.10			224687.16
	   71		1304.12		889.39			414.73			224272.42
	   72		1304.12		887.75			416.37			223856.05
	   73		1304.12		886.10			418.02			223438.03
	   74		1304.12		884.44			419.68			223018.35
	   75		1304.12		882.78			421.34			222597.02
	   76		1304.12		881.11			423.01			222174.01
	   77		1304.12		879.44			424.68			221749.33
	   78		1304.12		877.76			426.36			221322.97
	   79		1304.12		876.07			428.05			220894.92
	   80		1304.12		874.38			429.74			220465.18
	   81		1304.12		872.67			431.44			220033.74
	   82		1304.12		870.97			433.15			219600.58
	   83		1304.12		869.25			434.87			219165.72
	   84		1304.12		867.53			436.59			218729.13
	   85		1304.12		865.80			438.32			218290.82
	   86		1304.12		864.07			440.05			217850.76
	   87		1304.12		862.33			441.79			217408.97
	   88		1304.12		860.58			443.54			216965.43
	   89		1304.12		858.82			445.30			216520.13
	   90		1304.12		857.06			447.06			216073.08
	   91		1304.12		855.29			448.83			215624.25
	   92		1304.12		853.51			450.61			215173.64
	   93		1304.12		851.73			452.39			214721.25
	   94		1304.12		849.94			454.18			214267.07
	   95		1304.12		848.14			455.98			213811.09
	   96		1304.12		846.34			457.78			213353.31
	   97		1304.12		844.52			459.59			212893.72
	   98		1304.12		842.70			461.41			212432.30
	   99		1304.12		840.88			463.24			211969.06
	   100		1304.12		839.04			465.07			211503.99
	   101		1304.12		837.20			466.92			211037.07
	   102		1304.12		835.36			468.76			210568.31
	   103		1304.12		833.50			470.62			210097.69
	   104		1304.12		831.64			472.48			209625.21
	   105		1304.12		829.77			474.35			209150.86
	   106		1304.12		827.89			476.23			208674.63
	   107		1304.12		826.00			478.11			208196.51
	   108		1304.12		824.11			480.01			207716.50
	   109		1304.12		822.21			481.91			207234.60
	   110		1304.12		820.30			483.81			206750.78
	   111		1304.12		818.39			485.73			206265.05
	   112		1304.12		816.47			487.65			205777.40
	   113		1304.12		814.54			489.58			205287.82
	   114		1304.12		812.60			491.52			204796.30
	   115		1304.12		810.65			493.47			204302.83
	   116		1304.12		808.70			495.42			203807.41
	   117		1304.12		806.74			497.38			203310.03
	   118		1304.12		804.77			499.35			202810.68
	   119		1304.12		802.79			501.33			202309.35
	   120		1304.12		800.81			503.31			201806.04
	   121		1304.12		798.82			505.30			201300.74
	   122		1304.12		796.82			507.30			200793.44
	   123		1304.12		794.81			509.31			200284.13
	   124		1304.12		792.79			511.33			199772.80
	   125		1304.12		790.77			513.35			199259.45
	   126		1304.12		788.74			515.38			198744.07
	   127		1304.12		786.70			517.42			198226.64
	   128		1304.12		784.65			519.47			197707.17
	   129		1304.12		782.59			521.53			197185.65
	   130		1304.12		780.53			523.59			196662.05
	   131		1304.12		778.45			525.66			196136.39
	   132		1304.12		776.37			527.75			195608.64
	   133		1304.12		774.28			529.83			195078.81
	   134		1304.12		772.19			531.93			194546.88
	   135		1304.12		770.08			534.04			194012.84
	   136		1304.12		767.97			536.15			193476.69
	   137		1304.12		765.85			538.27			192938.42
	   138		1304.12		763.71			540.40			192398.01
	   139		1304.12		761.58			542.54			191855.47
	   140		1304.12		759.43			544.69			191310.78
	   141		1304.12		757.27			546.85			190763.93
	   142		1304.12		755.11			549.01			190214.92
	   143		1304.12		752.93			551.18			189663.74
	   144		1304.12		750.75			553.37			189110.37
	   145		1304.12		748.56			555.56			188554.82
	   146		1304.12		746.36			557.76			187997.06
	   147		1304.12		744.16			559.96			187437.10
	   148		1304.12		741.94			562.18			186874.92
	   149		1304.12		739.71			564.41			186310.51
	   150		1304.12		737.48			566.64			185743.87
	   151		1304.12		735.24			568.88			185174.99
	   152		1304.12		732.98			571.13			184603.86
	   153		1304.12		730.72			573.39			184030.46
	   154		1304.12		728.45			575.66			183454.80
	   155		1304.12		726.18			577.94			182876.85
	   156		1304.12		723.89			580.23			182296.62
	   157		1304.12		721.59			582.53			181714.10
	   158		1304.12		719.28			584.83			181129.26
	   159		1304.12		716.97			587.15			180542.11
	   160		1304.12		714.65			589.47			179952.64
	   161		1304.12		712.31			591.81			179360.84
	   162		1304.12		709.97			594.15			178766.69
	   163		1304.12		707.62			596.50			178170.19
	   164		1304.12		705.26			598.86			177571.33
	   165		1304.12		702.89			601.23			176970.09
	   166		1304.12		700.51			603.61			176366.48
	   167		1304.12		698.12			606.00			175760.48
	   168		1304.12		695.72			608.40			175152.08
	   169		1304.12		693.31			610.81			174541.27
	   170		1304.12		690.89			613.23			173928.05
